"state","year","absvot","earlvot","nofelons","w_felon_disenfranchise_new","sdr","avr_any","avr_backend","voterid_any_new","voterid_photo","prisoner_vote","youth_preregistration","registration_drive_restriction","website_pollingplace","website_reg_status","website_precinct_ballot","website_absentee_status","website_provisional_status","reg_rej","prov_partic","prov_rej_all","uocava_rej","uocava_nonret","eavs_completeness","post_election_audit","nonvoter_illness_onyear_pct","nonvoter_illness_offyear_pct","nonvoter_reg_onyear_pct","nonvoter_reg_offyear_pct","online_reg","wait","residual","pct_reg_of_vep_vrs","eric_membership","risk_limiting_audit","compactness","econ_opinion_residual","social_opinion_residual","mean_median_c","symmetry_c","declination2_c","mean_median_pres_c","declination2_pres_c","symmetry_pres_c","EG_sh","mean_median_sh","symmetry_sh","declination2_sh","mean_median_pres_sh","declination2_pres_sh","symmetry_pres_sh","EG_ss","mean_median_ss","symmetry_ss","declination2_ss"
"Alabama",2013,0,0,0.0148452216009754,2,0,0,0,1,1,0,0,0,1,"1",0,1,"1",0.0010221,0.0036719,0.0021163,0.1917563,0.7643077,0.5824811,0,0.23142886,0.1865659,0.07635505,0.078653,"0",11.30834,0.006219,0.863281,0,0,61.2971925073324,0.208467138932307,2.81273974258719,0.033885638,0.253246753,0.571358768,0.017414295,0.546642495,0.162337662,0.072704969,0.031112489,0.112121212,0.260229902,0.072746203,0.716582508,0.146753247,0.084795378,0.019683693,0.055844156,0.442536697
"Alabama",2012,0,0,0.0148452216009754,2,0,0,0,1,1,0,0,0,1,"1",0,1,"1",0.0010221,0.0036719,0.0021163,0.1917563,0.7643077,0.5824811,0,0.23142886,0.1865659,0.07635505,0.078653,"0",11.30834,0.006219,0.863281,0,0,63.6141944590471,0.198129570789724,2.88638068462771,0.033885638,0.253246753,0.571358768,0.017414295,0.546642495,0.162337662,0.072704969,0.031112489,0.112121212,0.260229902,0.072746203,0.716582508,0.146753247,0.084795378,0.019683693,0.055844156,0.442536697
"Alabama",2011,0,0,0.0181569624675866,2,0,0,0,1,1,0,0,0,1,"1",0,1,"1",0.0010221,0.0023871,0.0012294,0.1917563,0.7643077,0.5942518,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8214131,0,0,63.6141944590471,0.0304808107786302,2.67064836955662,0.024100622,0.006493506,0.540822933,0.010142847,0.550464537,0.097402597,0.025189725,0.01662924,0.048917749,0.256492969,0.072746203,0.716582508,0.146753247,0.084795378,0.019683693,0.055844156,0.442536697
"Alabama",2010,0,0,0.0181569624675866,2,0,0,0,1,0,0,0,0,1,"1",0,1,"1",0.0010221,0.0023871,0.0012294,0.1917563,0.7643077,0.5942518,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8214131,0,0,63.6141944590471,0.0852799496953919,2.46943017441168,0.024100622,0.006493506,0.540822933,0.010142847,0.550464537,0.097402597,0.025189725,0.01662924,0.048917749,0.256492969,0.072746203,0.716582508,0.146753247,0.084795378,0.019683693,0.055844156,0.442536697
"Alabama",2009,0,0,0.0131180420000429,2,0,0,0,1,0,0,0,0,0,"0",0,1,"1",0.0004391,0.0023871,0.0012294,0.1917563,0.3100032,0.4860942,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8522075,0,0,57.3422634079016,0.0397767983718496,1.63924903738379,0.011496006,0.019480519,0.049533575,0.010328565,0.089544232,0.084415584,0.035526321,0.016855795,0.04978355,0.020743463,0.072746203,0.716582508,0.138961039,0.093311309,0.029833108,0.076623377,0.386148904
"Alabama",2008,0,0,0.0131180420000429,2,0,0,0,1,0,0,0,0,0,"0",0,1,"1",0.0004391,0.0023871,0.0012294,0.1917563,0.3100032,0.4860942,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8522075,0,0,57.3422634079016,0.948405302983565,1.76355306226549,0.011496006,0.019480519,0.049533575,0.010328565,0.089544232,0.084415584,0.035526321,0.016855795,0.04978355,0.020743463,0.072746203,0.716582508,0.138961039,0.093311309,0.029833108,0.076623377,0.386148904
"Alabama",2007,0,0,0.0139331026226555,2,0,0,0,1,0,0,0,0,0,"0",0,1,"1",0.0004391,0.0023871,0.0012294,0.1917563,0.3100032,0.4860942,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8522075,0,0,57.3422634079016,2.43412729787933,1.91329453374209,0.108178487,0.188311688,0.305791328,0.025000003,0.06566133,0.084415584,0.009671797,0.031705285,0.02987013,0.072133753,0.072746203,0.716582508,0.138961039,0.093311309,0.029833108,0.076623377,0.386148904
"Alabama",2006,0,0,0.0139331026226555,2,0,0,0,1,0,0,0,0,0,"0",0,1,"1",0.0004391,0.0023871,0.0012294,0.1917563,0.3100032,0.4860942,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8522075,0,0,57.3422634079016,2.01271320498502,1.99036766475418,0.108178487,0.188311688,0.305791328,0.025000003,0.06566133,0.084415584,0.009671797,0.031705285,0.02987013,0.072133753,0.072746203,0.716582508,0.138961039,0.093311309,0.029833108,0.076623377,0.386148904
"Alabama",2005,0,0,0.0116860391064254,2,0,0,0,1,0,0,0,0,0,"0",0,1,"1",0.0004391,0.0023871,0.0012294,0.1917563,0.3100032,0.4860942,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8522075,0,0,59.6293381611038,2.102298007206,1.05931456342513,0.056805339,0.188311688,0.323478431,0.025000003,0.06566133,0.084415584,0.045510639,0.012665974,0.04025974,0.07962053,0.072746203,0.716582508,0.141558442,0.098405698,0.045941812,0.123376623,0.424212415
"Alabama",2004,0,0,0.0116860391064254,2,0,0,0,1,0,0,0,0,0,"0",0,1,"1",0.0004391,0.0023871,0.0012294,0.1917563,0.3100032,0.4860942,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8522075,0,0,59.6293381611038,1.72047188036021,1.0376212401059,0.056805339,0.188311688,0.323478431,0.025000003,0.06566133,0.084415584,0.045510639,0.012665974,0.04025974,0.07962053,0.072746203,0.716582508,0.141558442,0.098405698,0.045941812,0.123376623,0.424212415
"Alabama",2003,0,0,0.0119926459303618,2,0,0,0,1,0,0,0,0,0,"0",0,1,"1",0.0004391,0.0023871,0.0012294,0.1917563,0.3100032,0.4860942,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8522075,0,0,59.6293381611038,2.85193204820936,1.02916897314923,0.057430396,0.084415584,0.309050101,0.044099996,0.247297701,0.084415584,0.023263321,0.02934534,0.04978355,0.128729584,0.072746203,0.716582508,0.141558442,0.098405698,0.045941812,0.123376623,0.424212415
"Alabama",2002,0,0,0.0119926459303618,2,0,0,0,0,0,0,0,0,0,"0",0,1,"1",0.0004391,0.0023871,0.0012294,0.1917563,0.3100032,0.4860942,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8522075,0,0,59.6293381611038,1.95112693455761,1.20038916730939,0.057430396,0.084415584,0.309050101,0.044099996,0.247297701,0.084415584,0.023263321,0.02934534,0.04978355,0.128729584,0.072746203,0.716582508,0.141558442,0.098405698,0.045941812,0.123376623,0.424212415
"Alabama",2001,0,0,0.011635588935161,2,0,0,0,0,0,0,0,0,0,"0",0,1,"1",0.0004391,0.0023871,0.0012294,0.1917563,0.3100032,0.4860942,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8522075,0,0,59.6293381611038,1.71390374895796,0.92388411994988,0.054368775,0.214285714,0.315884986,0.03604287,0.373582777,0.188311688,0.087938806,0.015445995,0.045454545,0.289936534,0.072746203,0.716582508,0.141558442,0.098405698,0.045941812,0.123376623,0.424212415
"Alabama",2000,0,0,0.011635588935161,2,0,0,0,0,0,0,0,0,0,"0",0,1,"1",0.0004391,0.0023871,0.0012294,0.1917563,0.3100032,0.4860942,0,0.2261501,0.1865659,0.0759389,0.078653,"0",14.2608,0.006219,0.8522075,0,0,59.6293381611038,2.99058812866064,1.28505974552694,0.054368775,0.214285714,0.315884986,0.03604287,0.373582777,0.188311688,0.087938806,0.015445995,0.045454545,0.289936534,0.072746203,0.716582508,0.141558442,0.098405698,0.045941812,0.123376623,0.424212415
"Alaska",2023,1,1,0.00990486528946809,1,0,1,1,1,0,0,1,0,1,"1",1,1,"0",0.1674155,0.0300022,0.0029807,0.0255493,0.2313433,1,1,0.12192352,0.1113286,0.04437756,0.0173662,"1",3.65806,0.0051743,0.8635797,1,0,49.9160691456555,0.0600333237184178,0.296043710631524,0,,,0,,,,,,,,,,,,,
"Alaska",2022,1,1,0.00990486528946809,1,0,1,1,1,0,0,1,0,1,"1",1,1,"0",0.1674155,0.0300022,0.0029807,0.0255493,0.2313433,1,1,0.12192352,0.1113286,0.04437756,0.0173662,"1",3.65806,0.0051743,0.8635797,1,0,49.9160691456555,0.0600333237184178,0.296043710631524,0,,,0,,,,,,,,,,,,,
"Alaska",2021,1,1,0.00945066879137311,1,0,1,1,1,0,0,1,0,1,"1",1,1,"0",0.1190316,0.0325069,0.0006613,0.0129431,0.1581228,1,1,0.12192352,0.1113286,0.04437756,0.0223332,"1",11.31896,0.0051743,0.8995625,1,0,49.9160691456555,0.0600333237184178,0.296043710631524,0,,,0,,,,,,,,,,,,,
"Alaska",2020,1,1,0.00945066879137311,1,0,1,1,1,0,0,1,0,1,"1",1,1,"0",0.1190316,0.0325069,0.0006613,0.0129431,0.1581228,1,1,0.12192352,0.1113286,0.04437756,0.0223332,"1",11.31896,0.0051743,0.8995625,1,0,49.9160691456555,0.0600333237184178,0.296043710631524,0,,,0,,,,,,,,,,,,,
"Alaska",2019,1,1,0.0134709218256683,1,0,1,1,1,0,0,1,0,1,"1",1,1,"0",0.099038,0.0460685,0.0044246,0.0251142,0.1603163,1,1,0.12192352,0.1113286,0.05422933,0.0223332,"1",3.296339,0.0082947,0.8660678,0,0,49.9160691456555,0.0600333237184178,0.296043710631524,0,,,0,,,,,,,,,,,,,
"Alaska",2018,1,1,0.0134709218256683,1,0,1,1,1,0,0,1,0,1,"1",1,1,"0",0.099038,0.0460685,0.0044246,0.0251142,0.1603163,1,1,0.12192352,0.1113286,0.05422933,0.0223332,"1",3.296339,0.0082947,0.8660678,0,0,49.9160691456555,0.0600333237184178,0.296043710631524,0,,,0,,,,,,,,,,,,,
"Alaska",2017,1,1,0.013348268081424,1,0,0,0,1,1,0,1,0,1,"1",1,1,"0",0.1116463,0.0613138,0.0008383,0.0793299,0.1236304,1,1,0.12192352,0.0931197,0.05422933,0.0201839,"1",6.428843,0.0082947,0.875029,0,0,49.9160691456555,0.0600333237184178,0.296043710631524,0,,,0,,,,,,,,,,,,,
"Alaska",2016,1,1,0.013348268081424,1,0,0,0,1,0,0,1,0,1,"1",1,1,"0",0.1116463,0.0613138,0.0008383,0.0793299,0.1236304,1,1,0.12192352,0.0931197,0.05422933,0.0201839,"1",6.428843,0.0082947,0.875029,0,0,49.9160691456555,0.0600333237184178,0.296043710631524,0,,,0,,,,,,,,,,,,,
"Alaska",2015,1,1,0.0154588099878925,1,0,0,0,1,0,0,1,0,1,"1",0,1,"0",0.0864959,0.0567391,0.0072061,0.0503247,0.2566437,1,1,0.12015536,0.0931197,0.06383421,0.0201839,"0",4.156598,0.0039742,0.8269493,0,0,49.9160691456555,0.0600333237184178,0.296043710631524,0,,,0,,,,,,,,,,,,,
"Alaska",2014,1,1,0.0154588099878925,1,0,0,0,1,0,0,1,0,1,"1",0,1,"0",0.0864959,0.0567391,0.0072061,0.0503247,0.2566437,1,1,0.12015536,0.0931197,0.06383421,0.0201839,"0",4.156598,0.0039742,0.8269493,0,0,49.9160691456555,0.0600333237184178,0.296043710631524,0,,,0,,,,,,,,,,,,,
"Alaska",2013,1,1,0.0154720288085704,1,0,0,0,1,0,0,1,0,1,"1",0,1,"0",0.0970629,0.0603541,0.00081,0.082484,0.193297,1,1,0.12015536,0.0931353,0.06383421,0.0352794,"0",3.656872,0.0039742,0.8684716,0,0,49.9160691456555,0.313993747856015,0.306702436110112,0,,,0,,,,,,,,,,,,,
"Alaska",2012,1,1,0.0154720288085704,1,0,0,0,1,0,0,1,0,1,"1",0,1,"0",0.0970629,0.0603541,0.00081,0.082484,0.193297,1,1,0.12015536,0.0931353,0.06383421,0.0352794,"0",3.656872,0.0039742,0.8684716,0,0,49.9160691456555,0.0642654068485271,0.214327648234376,0,,,0,,,,,,,,,,,,,
"Alaska",2011,1,1,0.019051421047471,1,0,0,0,1,0,0,1,0,1,"1",0,1,"0",0.0820497,0.0497725,0.0049784,0.0424946,0.4828166,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.8354309,0,0,49.9160691456555,0.088161138239095,0.186750141155663,0,,,0,,,,,,,,,,,,,
"Alaska",2010,1,1,0.019051421047471,1,0,0,0,1,0,0,1,0,1,"1",0,1,"0",0.0820497,0.0497725,0.0049784,0.0424946,0.4828166,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.8354309,0,0,49.9160691456555,0.0902758447599786,0.185376780739542,0,,,0,,,,,,,,,,,,,
"Alaska",2009,1,1,0.0134548946295533,1,0,0,0,1,0,0,1,0,0,"0",0,1,"0",0.0681019,0.0621388,0.0007813,0.0429646,0.1546564,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.875693,0,0,47.010938710852,0.0147588087293454,0.0994027267193427,0,,,0,,,,,,,,,,,,,
"Alaska",2008,1,1,0.0134548946295533,1,0,0,0,1,0,0,1,0,0,"0",0,1,"0",0.0681019,0.0621388,0.0007813,0.0429646,0.1546564,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.875693,0,0,47.010938710852,0.0574003689917184,0.207561172236935,0,,,0,,,,,,,,,,,,,
"Alaska",2007,1,1,0.0134407608446535,1,0,0,0,1,0,0,1,0,0,"0",0,1,"0",0.0681019,0.0621388,0.0007813,0.0429646,0.1546564,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.875693,0,0,47.010938710852,0.0425684001187308,0.247917023260516,0,,,0,,,,,,,,,,,,,
"Alaska",2006,1,1,0.0134407608446535,1,0,0,0,1,0,0,1,0,0,"0",0,1,"0",0.0681019,0.0621388,0.0007813,0.0429646,0.1546564,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.875693,0,0,47.010938710852,0.104751560115874,0.195546575883389,0,,,0,,,,,,,,,,,,,
"Alaska",2005,1,1,0.0124664321646053,1,0,0,0,1,0,0,1,0,0,"0",0,1,"0",0.0681019,0.0621388,0.0007813,0.0429646,0.1546564,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.875693,0,0,47.010938710852,0.150323961822474,0.254052502446771,0,,,0,,,,,,,,,,,,,
"Alaska",2004,1,1,0.0124664321646053,1,0,0,0,1,0,0,1,0,0,"0",0,1,"0",0.0681019,0.0621388,0.0007813,0.0429646,0.1546564,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.875693,0,0,47.010938710852,0.271878214771305,0.367120594627203,0,,,0,,,,,,,,,,,,,
"Alaska",2003,1,1,0.0123694136437154,1,0,0,0,1,0,0,1,0,0,"0",0,1,"0",0.0681019,0.0621388,0.0007813,0.0429646,0.1546564,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.875693,0,0,47.010938710852,0.155090566816008,0.30673158705825,0,,,0,,,,,,,,,,,,,
"Alaska",2002,1,1,0.0123694136437154,1,0,0,0,1,0,0,1,0,0,"0",0,1,"0",0.0681019,0.0621388,0.0007813,0.0429646,0.1546564,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.875693,0,0,47.010938710852,0.341743044357979,0.314678586625595,0,,,0,,,,,,,,,,,,,
"Alaska",2001,1,0,0.0112969137494661,1,0,0,0,1,0,0,1,0,0,"0",0,1,"0",0.0681019,0.0621388,0.0007813,0.0429646,0.1546564,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.875693,0,0,47.010938710852,0.466533688735555,0.163452638879633,0,,,0,,,,,,,,,,,,,
"Alaska",2000,1,0,0.0112969137494661,1,0,0,0,1,0,0,1,0,0,"0",0,1,"0",0.0681019,0.0621388,0.0007813,0.0429646,0.1546564,1,1,0.15214236,0.0931353,0.05210728,0.0352794,"0",5.7127,0.0034948,0.875693,0,0,47.010938710852,0.541428849449988,0.285872731107488,0,,,0,,,,,,,,,,,,,
"Arizona",2023,1,1,0.0125198148603714,2,0,0,0,1,0,0,0,0,1,"1",0,1,"1",0.0441212,0.0066248,0.0035261,0.0094569,0.4234138,1,1,0.08287324,0.0785671,0.06018838,0.0202295,"1",7.060891,0.0103115,0.8529231,1,0,50.56400970878,0.699257396176493,4.32163881422203,0.06146384,0.156565657,0.181729667,0.010153395,0.134148225,0.045454545,0.020840367,0.014591266,0.031818182,0.139675461,0.044947908,0.231750705,0.021212121,0.022935045,0.021721366,0.042424242,0.161143996
"Arizona",2022,1,1,0.0125198148603714,2,0,0,0,1,0,0,0,0,1,"1",0,1,"1",0.0441212,0.0066248,0.0035261,0.0094569,0.4234138,1,1,0.08287324,0.0785671,0.06018838,0.0202295,"1",7.060891,0.0103115,0.8529231,1,0,50.56400970878,0.699257396176493,4.32163881422203,0.06146384,0.156565657,0.181729667,0.010153395,0.134148225,0.045454545,0.020840367,0.014591266,0.031818182,0.139675461,0.044947908,0.231750705,0.021212121,0.022935045,0.021721366,0.042424242,0.161143996
"Arizona",2021,1,1,0.013037864617098,2,0,0,0,1,0,0,0,0,1,"1",0,1,"1",0.0460115,0.0147087,0.0058948,0.002597,0.1474238,1,1,0.08287324,0.0785671,0.06018838,0.052186,"1",4.48878,0.0103115,0.8692182,1,0,50.56400970878,0.699257396176493,4.32163881422203,0.005279627,0.035353535,0.01465541,0.010153395,0.134148225,0.045454545,0.026570711,0.029752181,0.040909091,0.219619419,0.044947908,0.231750705,0.021212121,0.024720553,0.036627341,0.045454545,0.202012892
"Arizona",2020,1,1,0.013037864617098,2,0,0,0,1,0,0,0,0,1,"1",0,1,"1",0.0460115,0.0147087,0.0058948,0.002597,0.1474238,1,1,0.08287324,0.0785671,0.06018838,0.052186,"1",4.48878,0.0103115,0.8692182,1,0,50.56400970878,0.699257396176493,4.32163881422203,0.005279627,0.035353535,0.01465541,0.010153395,0.134148225,0.045454545,0.026570711,0.029752181,0.040909091,0.219619419,0.044947908,0.231750705,0.021212121,0.024720553,0.036627341,0.045454545,0.202012892
"Arizona",2019,1,1,0.0124594441147445,2,0,0,0,1,0,0,0,0,1,"1",0,1,"1",0.0809728,0.0215892,0.0061836,0.007,0.3360628,0.9909393,1,0.08287324,0.0785671,0.06346135,0.052186,"1",2.807997,0.0213564,0.8171514,0,0,50.56400970878,0.699257396176493,4.32163881422203,0.010563858,0.065656566,0.087499635,0.010153395,0.134148225,0.045454545,0.01410669,0.020431181,0.033333333,0.159981614,0.044947908,0.231750705,0.021212121,0.087287205,0.027703499,0.033333333,0.357695814
"Arizona",2018,1,1,0.0124594441147445,2,0,0,0,1,0,0,0,0,1,"1",0,1,"1",0.0809728,0.0215892,0.0061836,0.007,0.3360628,0.9909393,1,0.08287324,0.0785671,0.06346135,0.052186,"1",2.807997,0.0213564,0.8171514,0,0,50.56400970878,0.699257396176493,4.32163881422203,0.010563858,0.065656566,0.087499635,0.010153395,0.134148225,0.045454545,0.01410669,0.020431181,0.033333333,0.159981614,0.044947908,0.231750705,0.021212121,0.087287205,0.027703499,0.033333333,0.357695814
"Arizona",2017,1,1,0.0128674197681715,2,0,0,0,1,0,0,0,0,1,"1",0,1,"1",0.0870543,0.0376507,0.0087999,0.0269812,0.1832532,0.9855512,1,0.08287324,0.0770359,0.06346135,0.0551061,"1",5.688967,0.0213564,0.809389,0,0,50.56400970878,0.699257396176493,4.32163881422203,0.052342977,0.045454545,0.054649018,0.010153395,0.134148225,0.045454545,0.044743192,0.021328056,0.056060606,0.285523101,0.044947908,0.231750705,0.021212121,0.039493928,0.01777447,0.042424242,0.214745309
"Arizona",2016,1,1,0.0128674197681715,2,0,0,0,1,0,0,0,0,1,"1",0,1,"1",0.0870543,0.0376507,0.0087999,0.0269812,0.1832532,0.9855512,1,0.08287324,0.0770359,0.06346135,0.0551061,"1",5.688967,0.0213564,0.809389,0,0,50.56400970878,0.699257396176493,4.32163881422203,0.052342977,0.045454545,0.054649018,0.010153395,0.134148225,0.045454545,0.044743192,0.021328056,0.056060606,0.285523101,0.044947908,0.231750705,0.021212121,0.039493928,0.01777447,0.042424242,0.214745309
"Arizona",2015,1,1,0.0127799456999378,2,0,0,0,1,0,0,0,0,1,"1",0,1,"1",0.0870543,0.042909,0.0055109,0.0338462,0.6309821,1,1,0.12530252,0.0770359,0.09045524,0.0551061,"1",2.154743,0.0104688,0.7744793,0,0,50.56400970878,0.699257396176493,4.32163881422203,0.042819436,0.045454545,0.076983689,0.010233328,0.119345178,0.035353535,0.00838725,0.020159962,0.043939394,0.126890046,0.044947908,0.231750705,0.006060606,0.038128816,0.014315968,0.027272727,0.026227239
